news_date,n_articles,n_pred_climate,climate_share,climate_intensity_mean,climate_intensity_sum,avg_tone_score,log_n_articles,log_n_pred_climate,log_climate_intensity_sum,is_core_climate,is_policy_regulation,is_physical_risk,is_energy_geopolitics,is_cleantech,is_activism_litigation
2018-10-24,1,1,1.0,0.5149591455319971,0.5149591455319971,1.0,0.6931471805599453,0.6931471805599453,0.41538847195217943,0.0,0.0,1.0,0.0,0.0,0.0
2018-10-26,1,0,0.0,0.27860696096807236,0.27860696096807236,0.0,0.6931471805599453,0.0,0.24577117354658196,0.0,1.0,1.0,0.0,0.0,0.0
2018-10-27,1,0,0.0,0.3511809060622043,0.3511809060622043,0.0,0.6931471805599453,0.0,0.3009789553149567,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-28,5,0,0.0,0.3116185849918329,1.5580929249591646,0.0,1.791759469228055,0.0,0.9392620296896275,0.0,0.8,1.0,0.0,0.0,0.0
2018-10-29,5,0,0.0,0.33670662765212,1.6835331382606,0.0,1.791759469228055,0.0,0.9871342614538228,0.0,0.6,1.0,0.0,0.0,0.0
2018-10-30,1,0,0.0,0.27796894149265355,0.27796894149265355,0.0,0.6931471805599453,0.0,0.2452720532286207,0.0,1.0,1.0,0.0,0.0,0.0
2018-10-31,3,1,0.3333333333333333,0.359146728135808,1.077440184407424,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.7311364552306426,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0
2018-11-02,1,0,0.0,0.2921097615497131,0.2921097615497131,0.0,0.6931471805599453,0.0,0.2562763565117987,0.0,1.0,1.0,0.0,0.0,0.0
2018-11-03,3,1,0.3333333333333333,0.5014178020657744,1.504253406197323,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.9179906486754573,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2018-11-04,3,2,0.6666666666666666,0.5243284469782202,1.5729853409346608,0.6666666666666666,1.3862943611198906,1.0986122886681098,0.9450668360174083,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
2018-11-05,3,2,0.6666666666666666,0.5801341330326896,1.7404023990980688,0.6666666666666666,1.3862943611198906,1.0986122886681098,1.0081047706016568,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0
2018-11-06,2,0,0.0,0.3872229923115442,0.7744459846230884,0.0,1.0986122886681098,0.0,0.5734882528682709,0.0,0.5,1.0,0.0,0.5,0.0
2018-11-08,4,3,0.75,0.6526449482138317,2.6105797928553267,0.75,1.6094379124341003,1.3862943611198906,1.2838683668879443,0.25,0.25,0.75,0.0,0.0,0.0
2018-11-09,1,0,0.0,0.29581039666272296,0.29581039666272296,0.0,0.6931471805599453,0.0,0.25913628835600344,0.0,0.0,1.0,0.0,0.0,0.0
2018-11-10,4,2,0.5,0.6015816965978392,2.406326786391357,0.5,1.6094379124341003,1.0986122886681098,1.2256345219691251,0.5,0.5,0.5,0.0,0.5,0.0
2018-11-11,7,4,0.5714285714285714,0.49219580542846764,3.4453706379992735,0.5714285714285714,2.0794415416798357,1.6094379124341003,1.4918632486166339,0.2857142857142857,0.2857142857142857,1.0,0.0,0.2857142857142857,0.0
2018-11-13,4,1,0.25,0.4895086517442613,1.9580346069770451,0.25,1.6094379124341003,0.6931471805599453,1.0845250636715038,0.5,0.25,0.75,0.25,0.0,0.0
2018-11-14,3,1,0.3333333333333333,0.46278777956953254,1.3883633387085976,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.8706083358444536,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0
2018-11-15,3,1,0.3333333333333333,0.5234790149204891,1.5704370447614673,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.9440759407766094,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
2018-11-16,4,3,0.75,0.6227516629786726,2.4910066519146903,0.75,1.6094379124341003,1.3862943611198906,1.2501901335678582,0.75,0.75,1.0,0.5,0.0,0.0
2018-11-17,1,0,0.0,0.293350981662501,0.293350981662501,0.0,0.6931471805599453,0.0,0.2572365104893076,0.0,1.0,1.0,0.0,0.0,0.0
2018-11-18,1,0,0.0,0.3105608766683832,0.3105608766683832,0.0,0.6931471805599453,0.0,0.2704551957114841,1.0,1.0,0.0,0.0,0.0,0.0
2018-11-19,3,1,0.3333333333333333,0.38854716185220645,1.1656414855566193,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.7727166157453939,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
2018-11-20,1,0,0.0,0.2827452427186266,0.2827452427186266,0.0,0.6931471805599453,0.0,0.24900250217480754,1.0,0.0,1.0,0.0,0.0,0.0
2018-11-21,5,4,0.8,0.7480045224625471,3.740022612312736,0.8,1.791759469228055,1.6094379124341003,1.5560419062257191,0.8,0.6,0.2,0.0,0.0,0.0
2018-11-22,1,1,1.0,0.6368750434897356,0.6368750434897356,1.0,0.6931471805599453,0.6931471805599453,0.49278896284859686,1.0,1.0,0.0,1.0,0.0,0.0
2018-11-23,4,2,0.5,0.6418783313533436,2.5675133254133744,0.5,1.6094379124341003,1.0986122886681098,1.2718688055863703,0.5,0.75,1.0,0.0,0.0,0.0
2018-11-24,4,4,1.0,0.694965556296425,2.7798622251857,1.0,1.6094379124341003,1.6094379124341003,1.329687560603667,0.25,0.75,1.0,0.25,0.0,0.0
2018-11-25,2,1,0.5,0.5334906577834689,1.0669813155669379,0.5,1.0986122886681098,0.6931471805599453,0.7260892412620353,0.0,1.0,1.0,1.0,0.5,0.0
2018-11-27,5,2,0.4,0.5385453364768629,2.6927266823843143,0.4,1.791759469228055,1.0986122886681098,1.3063651234874707,0.4,0.8,0.6,0.2,0.0,0.0
2018-11-28,3,1,0.3333333333333333,0.5769046522251804,1.7307139566755412,0.3333333333333333,1.3862943611198906,0.6931471805599453,1.0045630975975697,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
2018-11-29,2,1,0.5,0.47541261029225024,0.9508252205845005,0.5,1.0986122886681098,0.6931471805599453,0.6682524730993377,0.5,1.0,0.5,0.0,0.0,0.0
2018-12-01,5,5,1.0,0.6295051947910227,3.147525973955114,1.0,1.791759469228055,1.791759469228055,1.4225120056198421,0.8,1.0,0.2,1.0,0.0,0.0
2018-12-02,2,1,0.5,0.5265286278146635,1.053057255629327,0.5,1.0986122886681098,0.6931471805599453,0.7193300264103706,0.5,0.5,0.5,0.0,0.5,0.0
2018-12-03,2,1,0.5,0.6214381237948255,1.242876247589651,0.5,1.0986122886681098,0.6931471805599453,0.8077590812962733,1.0,1.0,0.0,0.5,0.0,0.0
2018-12-04,4,4,1.0,0.7190641831988197,2.876256732795279,1.0,1.6094379124341003,1.6094379124341003,1.3548699283662673,1.0,1.0,0.5,0.25,0.5,0.0
2018-12-05,14,13,0.9285714285714286,0.6433810437026038,9.007334611836454,0.9285714285714286,2.70805020110221,2.6390573296152584,2.3033182853264904,1.0,1.0,0.0,0.9285714285714286,0.0,0.0
2018-12-06,5,4,0.8,0.564046948912882,2.82023474456441,0.8,1.791759469228055,1.6094379124341003,1.3403118721870722,1.0,0.8,0.2,0.6,0.0,0.0
2018-12-07,2,1,0.5,0.3508738381046927,0.7017476762093854,0.5,1.0986122886681098,0.6931471805599453,0.5316557678150283,0.0,0.5,1.0,0.0,0.0,0.0
2018-12-08,1,0,0.0,0.3735226210467406,0.3735226210467406,0.0,0.6931471805599453,0.0,0.3173786960548023,0.0,0.0,1.0,0.0,0.0,0.0
2018-12-09,1,0,0.0,0.4301227589463644,0.4301227589463644,0.0,0.6931471805599453,0.0,0.357760286004347,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-10,1,0,0.0,0.3414741052618047,0.3414741052618047,0.0,0.6931471805599453,0.0,0.2937690878733895,0.0,1.0,1.0,0.0,0.0,0.0
2018-12-11,1,0,0.0,0.38029683140163906,0.38029683140163906,0.0,0.6931471805599453,0.0,0.32229857125803246,0.0,1.0,1.0,0.0,0.0,0.0
2018-12-12,1,0,0.0,0.46052343410385194,0.46052343410385194,0.0,0.6931471805599453,0.0,0.3787948879780453,0.0,1.0,1.0,0.0,0.0,0.0
2018-12-13,2,2,1.0,0.6847070510187375,1.369414102037475,1.0,1.0986122886681098,1.0986122886681098,0.8626427102543609,1.0,1.0,0.5,0.5,0.0,0.0
2018-12-15,2,1,0.5,0.5044254843132369,1.0088509686264737,0.5,1.0986122886681098,0.6931471805599453,0.6975629012128309,0.5,1.0,1.0,0.0,0.0,0.0
2018-12-16,1,1,1.0,0.6928491157337909,0.6928491157337909,1.0,0.6931471805599453,0.6931471805599453,0.5264129767539549,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-17,3,2,0.6666666666666666,0.5708609889219737,1.712582966765921,0.6666666666666666,1.3862943611198906,1.0986122886681098,0.9979013052249565,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
2018-12-18,3,1,0.3333333333333333,0.35398664247449224,1.0619599274234768,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.7236569515666836,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
2018-12-19,5,2,0.4,0.5346139677547146,2.673069838773573,0.4,1.791759469228055,1.0986122886681098,1.3010277807524828,0.6,0.6,0.8,0.0,0.6,0.0
2018-12-20,1,1,1.0,0.8522016861363676,0.8522016861363676,1.0,0.6931471805599453,0.6931471805599453,0.6163750320961112,1.0,0.0,1.0,0.0,0.0,0.0
2018-12-21,1,0,0.0,0.4258508433129226,0.4258508433129226,0.0,0.6931471805599453,0.0,0.3547687185640791,0.0,1.0,1.0,0.0,0.0,0.0
2018-12-22,3,2,0.6666666666666666,0.509776979448226,1.5293309383446778,0.6666666666666666,1.3862943611198906,1.0986122886681098,0.9279548165188689,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0
2018-12-23,2,1,0.5,0.613905400993826,1.227810801987652,0.5,1.0986122886681098,0.6931471805599453,0.8010194001413431,1.0,0.5,1.0,0.5,0.0,0.0
2018-12-25,2,2,1.0,0.8647847406935728,1.7295694813871456,1.0,1.0986122886681098,1.0986122886681098,1.0041438976354662,1.0,0.5,1.0,0.0,0.0,0.0
2018-12-26,3,2,0.6666666666666666,0.6636650142105206,1.9909950426315617,0.6666666666666666,1.3862943611198906,1.0986122886681098,1.095606122218006,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0
2018-12-27,1,0,0.0,0.3499867182821196,0.3499867182821196,0.0,0.6931471805599453,0.0,0.3000947540924005,0.0,0.0,1.0,0.0,0.0,0.0
2018-12-28,2,2,1.0,0.5154998938216331,1.0309997876432662,1.0,1.0986122886681098,1.0986122886681098,0.7085281780405199,0.5,0.0,0.5,0.0,0.0,0.0
2018-12-29,1,1,1.0,0.822352535106272,0.822352535106272,1.0,0.6931471805599453,0.6931471805599453,0.6001282681050647,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-30,3,2,0.6666666666666666,0.4772226093787935,1.4316678281363806,0.6666666666666666,1.3862943611198906,1.0986122886681098,0.888577370949999,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
2019-01-01,1,0,0.0,0.36913691737426,0.36913691737426,0.0,0.6931471805599453,0.0,0.31418055399658135,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03,4,3,0.75,0.5317688424845894,2.1270753699383578,0.75,1.6094379124341003,1.3862943611198906,1.1400981811396165,0.5,0.25,0.5,0.0,0.0,0.0
2019-01-04,1,1,1.0,0.8212568934331826,0.8212568934331826,1.0,0.6931471805599453,0.6931471805599453,0.5995268635211757,1.0,0.0,0.0,0.0,1.0,0.0
2019-01-06,1,0,0.0,0.23903498062106457,0.23903498062106457,0.0,0.6931471805599453,0.0,0.2143328351952466,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,3,1,0.3333333333333333,0.5824018553916189,1.747205566174857,0.3333333333333333,1.3862943611198906,0.6931471805599453,1.010584237285571,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.0
2019-01-08,4,2,0.5,0.5243252235244035,2.097300894097614,0.5,1.6094379124341003,1.0986122886681098,1.1305310529063488,0.25,0.75,0.75,0.0,0.0,0.0
2019-01-09,5,1,0.2,0.4467339946181298,2.233669973090649,0.2,1.791759469228055,0.6931471805599453,1.173617706810457,0.6,0.8,0.8,0.2,0.2,0.0
2019-01-10,1,0,0.0,0.3092365215343258,0.3092365215343258,0.0,0.6931471805599453,0.0,0.26944415932540444,1.0,1.0,0.0,0.0,0.0,0.0
2019-01-11,3,3,1.0,0.6311853165269524,1.8935559495808572,1.0,1.3862943611198906,1.3862943611198906,1.0624861781437092,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0
2019-01-12,6,5,0.8333333333333334,0.5911738796073296,3.5470432776439775,0.8333333333333334,1.9459101490553132,1.791759469228055,1.5144771926431866,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
2019-01-13,2,0,0.0,0.47842661435712547,0.9568532287142509,0.0,1.0986122886681098,0.0,0.671337687499372,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-15,2,2,1.0,0.8030460650042504,1.6060921300085007,1.0,1.0986122886681098,1.0986122886681098,0.9578518311124774,1.0,0.5,0.5,0.0,0.0,0.0
2019-01-16,1,1,1.0,0.791968590262837,0.791968590262837,1.0,0.6931471805599453,0.6931471805599453,0.5833147866440125,1.0,0.0,1.0,0.0,0.0,0.0
2019-01-17,1,1,1.0,0.9212192813242431,0.9212192813242431,1.0,0.6931471805599453,0.6931471805599453,0.6529600268419953,1.0,1.0,1.0,0.0,0.0,0.0
2019-01-19,2,1,0.5,0.41846468351952226,0.8369293670390445,0.5,1.0986122886681098,0.6931471805599453,0.6080953553244883,1.0,0.5,0.0,0.0,0.0,0.0
2019-01-20,1,1,1.0,0.6754774961933637,0.6754774961933637,1.0,0.6931471805599453,0.6931471805599453,0.5160981970058738,1.0,1.0,0.0,0.0,1.0,0.0
2019-01-21,1,1,1.0,0.8319858700036072,0.8319858700036072,1.0,0.6931471805599453,0.6931471805599453,0.605400553342067,1.0,1.0,0.0,0.0,0.0,0.0
2019-01-22,3,3,1.0,0.6957320281574813,2.0871960844724438,1.0,1.3862943611198906,1.3862943611198906,1.1272632629301682,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0
2019-01-23,2,0,0.0,0.26599091914511197,0.5319818382902239,0.0,1.0986122886681098,0.0,0.4265622163461871,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-27,2,1,0.5,0.49112956134796204,0.9822591226959241,0.5,1.0986122886681098,0.6931471805599453,0.6842371653522009,0.5,0.5,0.5,0.0,0.0,0.0
2019-01-28,3,1,0.3333333333333333,0.41570750225522496,1.2471225067656748,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.8096505118619607,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
2019-01-29,2,1,0.5,0.36247461098448924,0.7249492219689785,0.5,1.0986122886681098,0.6931471805599453,0.545197613510337,0.0,0.5,1.0,0.0,0.0,0.0
2019-01-31,2,1,0.5,0.5157471717006968,1.0314943434013937,0.5,1.0986122886681098,0.6931471805599453,0.7087716519974625,1.0,0.5,0.0,0.0,0.0,0.0
2019-02-01,1,1,1.0,0.7728597644566402,0.7728597644566402,1.0,0.6931471805599453,0.6931471805599453,0.5725939289027749,1.0,1.0,0.0,0.0,1.0,0.0
2019-02-02,2,1,0.5,0.5004219071683211,1.0008438143366423,0.5,1.0986122886681098,0.6931471805599453,0.6935689987504632,0.5,0.5,0.5,0.0,0.0,0.0
2019-02-05,3,2,0.6666666666666666,0.62821832210809,1.88465496632427,0.6666666666666666,1.3862943611198906,1.0986122886681098,1.0594052970797674,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0
2019-02-06,5,2,0.4,0.5069433590524228,2.534716795262114,0.4,1.791759469228055,1.0986122886681098,1.2626331816447471,0.8,0.6,0.4,0.0,0.0,0.0
2019-02-07,3,1,0.3333333333333333,0.5046894860511985,1.5140684581535955,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.921902340566436,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0
2019-02-08,1,0,0.0,0.4250322911886867,0.4250322911886867,0.0,0.6931471805599453,0.0,0.3541944739471579,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-09,2,2,1.0,0.6943768737774122,1.3887537475548244,1.0,1.0986122886681098,1.0986122886681098,0.8707717854062065,1.0,0.5,0.0,0.5,0.0,0.0
2019-02-10,3,3,1.0,0.6434614547308867,1.9303843641926601,1.0,1.3862943611198906,1.3862943611198906,1.0751335967436422,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2019-02-11,5,2,0.4,0.5505081023322903,2.7525405116614516,0.4,1.791759469228055,1.0986122886681098,1.32243308037965,0.6,0.0,0.6,0.0,0.2,0.0
2019-02-12,4,3,0.75,0.7099023080336937,2.839609232134775,0.75,1.6094379124341003,1.3862943611198906,1.345370598956582,1.0,0.5,0.25,0.0,0.0,0.0
2019-02-13,5,4,0.8,0.8485366497926421,4.2426832489632105,0.8,1.791759469228055,1.6094379124341003,1.6568334376824638,1.0,1.0,0.6,0.0,0.0,0.0
2019-02-14,5,1,0.2,0.3326048707787195,1.6630243538935974,0.2,1.791759469228055,0.6931471805599453,0.9794624520748431,0.4,0.2,0.8,0.0,0.2,0.0
2019-02-15,2,1,0.5,0.5738513207382925,1.147702641476585,0.5,1.0986122886681098,0.6931471805599453,0.7643987319968332,0.5,0.0,1.0,0.0,0.0,0.0
2019-02-16,4,3,0.75,0.5748747803494098,2.299499121397639,0.75,1.6094379124341003,1.3862943611198906,1.1937706755578181,0.75,0.75,0.5,0.25,0.5,0.0
2019-02-17,2,1,0.5,0.5241653115737162,1.0483306231474323,0.5,1.0986122886681098,0.6931471805599453,0.7170251312314048,1.0,1.0,0.5,0.0,0.5,0.0
2019-02-18,5,2,0.4,0.5194623555128611,2.5973117775643058,0.4,1.791759469228055,1.0986122886681098,1.280186838067142,0.4,0.2,0.8,0.2,0.2,0.0
2019-02-20,3,1,0.3333333333333333,0.38929849614199313,1.1678954884259793,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.7737568759698502,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
2019-02-21,2,2,1.0,0.879497532461873,1.758995064923746,1.0,1.0986122886681098,1.0986122886681098,1.014866506514356,1.0,1.0,0.5,0.5,0.0,0.0
2019-02-22,4,1,0.25,0.4258140925895406,1.7032563703581625,0.25,1.6094379124341003,0.6931471805599453,0.9944571093960504,1.0,0.75,0.0,0.25,0.25,0.0
2019-02-23,3,2,0.6666666666666666,0.7477731008302119,2.2433193024906357,0.6666666666666666,1.3862943611198906,1.0986122886681098,1.1765972814641164,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0
2019-02-24,1,0,0.0,0.4461047504940698,0.4461047504940698,0.0,0.6931471805599453,0.0,0.368873562671641,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-27,7,2,0.2857142857142857,0.48000297538564896,3.3600208276995427,0.2857142857142857,2.0794415416798357,1.0986122886681098,1.4724768343448411,0.42857142857142855,1.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0
2019-02-28,5,1,0.2,0.32750328529285067,1.6375164264642534,0.2,1.791759469228055,0.6931471805599453,0.9698377268261096,0.0,1.0,1.0,0.0,0.0,0.0
2019-03-04,1,0,0.0,0.4883094996787468,0.4883094996787468,0.0,0.6931471805599453,0.0,0.39764091187843525,1.0,1.0,0.0,0.0,0.0,0.0
2019-03-05,3,0,0.0,0.3826910064456874,1.148073019337062,0.0,1.3862943611198906,0.0,0.7645711701736093,0.0,0.6666666666666666,1.0,0.0,0.0,0.0
2019-03-06,4,2,0.5,0.4432296690322791,1.7729186761291165,0.5,1.6094379124341003,1.0986122886681098,1.019900439167575,0.5,0.25,0.75,0.0,0.0,0.0
2019-03-07,6,1,0.16666666666666666,0.37820882740506695,2.2692529644304016,0.16666666666666666,1.9459101490553132,0.6931471805599453,1.184561507565676,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0
2019-03-08,3,2,0.6666666666666666,0.4836734741855641,1.4510204225566923,0.6666666666666666,1.3862943611198906,1.0986122886681098,0.8965044368477335,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-09,3,1,0.3333333333333333,0.5138207479663707,1.5414622438991121,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.9327396019609524,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
2019-03-10,2,2,1.0,0.6268743659163462,1.2537487318326923,1.0,1.0986122886681098,1.0986122886681098,0.8125949328431373,1.0,1.0,0.5,0.0,0.0,0.0
2019-03-12,2,2,1.0,0.6997495624477938,1.3994991248955877,1.0,1.0986122886681098,1.0986122886681098,0.8752600176132784,0.0,1.0,1.0,0.0,0.0,0.0
2019-03-13,1,1,1.0,0.5025621459912362,0.5025621459912362,1.0,0.6931471805599453,0.6931471805599453,0.40717174829646946,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-14,4,2,0.5,0.5174221676401413,2.069688670560565,0.5,1.6094379124341003,1.0986122886681098,1.1215761462158813,0.5,0.75,1.0,0.0,0.25,0.0
2019-03-15,3,2,0.6666666666666666,0.6090234628608195,1.8270703885824586,0.6666666666666666,1.3862943611198906,1.0986122886681098,1.0392409770864732,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2019-03-16,1,1,1.0,0.8508030440123265,0.8508030440123265,1.0,0.6931471805599453,0.6931471805599453,0.6156196227502013,1.0,1.0,0.0,0.0,0.0,0.0
2019-03-18,5,2,0.4,0.5241744012075529,2.6208720060377644,0.4,1.791759469228055,1.0986122886681098,1.2867148824751822,0.0,0.2,1.0,0.0,0.0,0.0
2019-03-19,4,1,0.25,0.3670837289784187,1.4683349159136747,0.25,1.6094379124341003,0.6931471805599453,0.90354380020486,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-20,2,1,0.5,0.6203279807786489,1.2406559615572978,0.5,1.0986122886681098,0.6931471805599453,0.8067686629786268,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-21,3,3,1.0,0.7684471857929503,2.305341557378851,1.0,1.3862943611198906,1.3862943611198906,1.1955398136155504,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
2019-03-22,2,2,1.0,0.7547449500975572,1.5094899001951143,1.0,1.0986122886681098,1.0986122886681098,0.920079505476386,0.5,0.5,1.0,0.0,0.0,0.0
2019-03-23,4,2,0.5,0.46525699942456716,1.8610279976982687,0.5,1.6094379124341003,1.0986122886681098,1.0511810000034074,0.25,0.75,1.0,0.0,0.0,0.0
2019-03-24,5,1,0.2,0.4211149810678956,2.105574905339478,0.2,1.791759469228055,0.6931471805599453,1.1331988529451311,0.2,0.6,1.0,0.0,0.0,0.0
2019-03-25,2,0,0.0,0.33941926971991765,0.6788385394398353,0.0,1.0986122886681098,0.0,0.5181022087540893,0.5,0.5,0.5,0.0,0.0,0.0
2019-03-27,2,1,0.5,0.5745411078268912,1.1490822156537823,0.5,1.0986122886681098,0.6931471805599453,0.7650408745617854,0.5,0.5,1.0,0.0,0.5,0.0
2019-03-28,2,1,0.5,0.42675223121891015,0.8535044624378203,0.5,1.0986122886681098,0.6931471805599453,0.6170781511794341,0.5,0.5,1.0,0.0,0.0,0.0
2019-03-29,1,0,0.0,0.3477965742745547,0.3477965742745547,0.0,0.6931471805599453,0.0,0.298471091810289,0.0,0.0,1.0,0.0,0.0,0.0
2019-03-30,2,2,1.0,0.5440496683047789,1.0880993366095577,1.0,1.0986122886681098,1.0986122886681098,0.7362542438933151,0.0,1.0,1.0,0.0,0.0,0.0
2019-03-31,2,0,0.0,0.4003313109433191,0.8006626218866382,0.0,1.0986122886681098,0.0,0.5881547204317266,0.0,1.0,1.0,0.0,0.5,0.0
2019-04-01,2,2,1.0,0.7807449221364413,1.5614898442728826,1.0,1.0986122886681098,1.0986122886681098,0.9405890596314553,1.0,1.0,0.0,0.0,0.0,0.0
2019-04-02,6,4,0.6666666666666666,0.5815945049334222,3.4895670296005337,0.6666666666666666,1.9459101490553132,1.6094379124341003,1.501756267171432,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0
2019-04-03,3,1,0.3333333333333333,0.4529830399005413,1.358949119701624,0.3333333333333333,1.3862943611198906,0.6931471805599453,0.8582162316052362,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0
2019-04-04,1,0,0.0,0.4024573234861972,0.4024573234861972,0.0,0.6931471805599453,0.0,0.33822592906489946,0.0,1.0,1.0,0.0,0.0,0.0
2019-04-05,5,2,0.4,0.4018045280394533,2.0090226401972666,0.4,1.791759469228055,1.0986122886681098,1.1016153217795441,0.2,0.2,0.8,0.0,0.0,0.0
2019-04-06,1,0,0.0,0.3441519020390492,0.3441519020390492,0.0,0.6931471805599453,0.0,0.29576325806489623,0.0,1.0,1.0,0.0,0.0,0.0
2019-04-07,2,1,0.5,0.5740055530481283,1.1480111060962566,0.5,1.0986122886681098,0.6931471805599453,0.7645423470691253,0.5,0.5,1.0,0.5,0.0,0.0
2019-04-08,2,1,0.5,0.5522250371121438,1.1044500742242875,0.5,1.0986122886681098,0.6931471805599453,0.74405418560391,0.0,0.5,1.0,0.5,0.0,0.0
2019-04-09,5,3,0.6,0.6145491047555816,3.0727455237779076,0.6,1.791759469228055,1.3862943611198906,1.4043173478972821,0.8,1.0,0.2,0.0,0.0,0.0
2019-04-11,1,1,1.0,0.696471161896205,0.696471161896205,1.0,0.6931471805599453,0.6931471805599453,0.5285503065101105,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-12,4,2,0.5,0.49014360375802946,1.9605744150321178,0.5,1.6094379124341003,1.0986122886681098,1.0853833086414035,0.25,0.25,1.0,0.0,0.0,0.0
2019-04-13,5,1,0.2,0.3620108756524487,1.8100543782622436,0.2,1.791759469228055,0.6931471805599453,1.0332038348531614,1.0,1.0,0.0,0.0,0.0,0.0
2019-04-14,3,0,0.0,0.3822699112743264,1.1468097338229792,0.0,1.3862943611198906,0.0,0.7639828954182227,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0
2019-04-15,1,1,1.0,0.6799396938671707,0.6799396938671707,1.0,0.6931471805599453,0.6931471805599453,0.518757896263236,1.0,1.0,0.0,0.0,0.0,0.0
2019-04-16,6,5,0.8333333333333334,0.7577069960737989,4.5462419764427935,0.8333333333333334,1.9459101490553132,1.791759469228055,1.7131205770464772,0.8333333333333334,0.5,0.16666666666666666,0.0,0.0,0.0
2019-04-17,3,2,0.6666666666666666,0.6671694901230673,2.0015084703692017,0.6666666666666666,1.3862943611198906,1.0986122886681098,1.0991149857511566,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
2019-04-18,2,2,1.0,0.7517160742228226,1.5034321484456452,1.0,1.0986122886681098,1.0986122886681098,0.9176626497425855,1.0,0.5,0.0,0.0,0.0,0.0
2019-04-19,7,6,0.8571428571428571,0.6613143819870976,4.629200673909683,0.8571428571428571,2.0794415416798357,1.9459101490553132,1.7279674558570457,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0
2019-04-20,1,1,1.0,0.7609125946490138,0.7609125946490138,1.0,0.6931471805599453,0.6931471805599453,0.5658321943521194,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-22,2,2,1.0,0.8071801986543088,1.6143603973086176,1.0,1.0986122886681098,1.0986122886681098,0.9610194776605455,1.0,1.0,0.0,0.0,0.0,0.0
