news_date,n_articles,n_pred_climate,climate_share,climate_intensity_mean,climate_intensity_sum,log_n_articles,log_n_pred_climate,log_climate_intensity_sum,is_core_climate,is_policy_regulation,is_physical_risk,is_energy_geopolitics,is_cleantech,is_activism_litigation
2015-07-11,3,0,0.0,0.0022259154,0.0066777463,1.3862943611198906,0.0,0.0066555487,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
2015-07-12,1,1,1.0,0.99937147,0.99937147,0.6931471805599453,0.6931471805599453,0.6928329,0.0,1.0,1.0,0.0,0.0,0.0
2015-07-13,1,0,0.0,0.0026785922,0.0026785922,0.6931471805599453,0.0,0.0026750113,0.0,0.0,1.0,0.0,0.0,0.0
2015-07-14,3,1,0.3333333333333333,0.39594603,1.1878381,1.3862943611198906,0.6931471805599453,0.78291386,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
2015-07-15,3,2,0.6666666666666666,0.66599,1.99797,1.3862943611198906,1.0986122886681098,1.0979354,1.0,1.0,0.0,0.0,0.0,0.0
2015-07-16,1,1,1.0,0.99953866,0.99953866,0.6931471805599453,0.6931471805599453,0.6929165,1.0,1.0,0.0,0.0,0.0,0.0
2015-07-17,1,1,1.0,0.99943954,0.99943954,0.6931471805599453,0.6931471805599453,0.6928669,1.0,1.0,0.0,1.0,0.0,0.0
2015-07-18,4,1,0.25,0.25132248,1.0052899,1.6094379124341003,0.6931471805599453,0.6957886,0.25,0.5,1.0,0.0,0.25,0.0
2015-07-19,2,1,0.5,0.7268912,1.4537824,1.0986122886681098,0.6931471805599453,0.8976307,1.0,1.0,0.5,0.5,0.0,0.0
2015-07-21,3,1,0.3333333333333333,0.33404326,1.0021298,1.3862943611198906,0.6931471805599453,0.6942115,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
2015-07-22,2,1,0.5,0.5004902,1.0009804,1.0986122886681098,0.6931471805599453,0.69363725,0.5,0.5,1.0,0.0,0.0,0.0
2015-07-24,3,0,0.0,0.23451091,0.70353276,1.3862943611198906,0.0,0.5327042,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0
2015-07-25,1,0,0.0,0.0011881054,0.0011881054,0.6931471805599453,0.0,0.0011874002,1.0,1.0,0.0,0.0,0.0,0.0
2015-07-26,1,1,1.0,0.99674666,0.99674666,0.6931471805599453,0.6931471805599453,0.6915192,1.0,1.0,1.0,0.0,0.0,0.0
2015-07-27,1,0,0.0,0.0010694625,0.0010694625,0.6931471805599453,0.0,0.001068891,0.0,0.0,1.0,0.0,0.0,0.0
2015-07-29,1,1,1.0,0.9994413,0.9994413,0.6931471805599453,0.6931471805599453,0.6928678,1.0,1.0,0.0,1.0,0.0,0.0
2015-07-30,1,1,1.0,0.99963844,0.99963844,0.6931471805599453,0.6931471805599453,0.6929664,1.0,1.0,1.0,0.0,0.0,0.0
2015-08-05,1,0,0.0,0.0018458237,0.0018458237,0.6931471805599453,0.0,0.0018441223,0.0,0.0,1.0,0.0,0.0,0.0
2015-08-06,2,1,0.5,0.5002186,1.0004371,1.0986122886681098,0.6931471805599453,0.69336575,0.5,0.5,0.5,0.0,0.5,0.0
2015-08-07,1,0,0.0,0.0013464347,0.0013464347,0.6931471805599453,0.0,0.0013455291,0.0,1.0,1.0,0.0,0.0,0.0
2015-08-09,2,0,0.0,0.003472881,0.006945762,1.0986122886681098,0.0,0.006921751,1.0,0.0,0.0,0.0,0.0,0.0
2015-08-10,1,1,1.0,0.9993487,0.9993487,0.6931471805599453,0.6931471805599453,0.6928215,1.0,1.0,0.0,0.0,0.0,0.0
2015-08-12,1,1,1.0,0.98316526,0.98316526,0.6931471805599453,0.6931471805599453,0.6846942,1.0,1.0,1.0,0.0,0.0,0.0
2015-08-13,2,2,1.0,0.9966348,1.9932696,1.0986122886681098,1.0986122886681098,1.0963663,1.0,0.5,0.5,0.0,0.0,0.0
2015-08-14,2,0,0.0,0.0010511633,0.0021023266,1.0986122886681098,0.0,0.0021001198,1.0,1.0,0.0,0.0,1.0,0.0
2015-08-16,1,0,0.0,0.0011682665,0.0011682665,0.6931471805599453,0.0,0.0011675847,0.0,0.0,1.0,0.0,0.0,0.0
2015-08-17,1,0,0.0,0.028134692,0.028134692,0.6931471805599453,0.0,0.027746182,1.0,1.0,1.0,1.0,1.0,0.0
2015-08-18,2,2,1.0,0.9996208,1.9992416,1.0986122886681098,1.0986122886681098,1.0983595,1.0,1.0,0.5,0.0,0.0,0.0
2015-08-19,1,1,1.0,0.99938285,0.99938285,0.6931471805599453,0.6931471805599453,0.69283855,1.0,1.0,0.0,0.0,1.0,0.0
2015-08-22,1,0,0.0,0.0035364188,0.0035364188,0.6931471805599453,0.0,0.0035301803,0.0,0.0,1.0,0.0,1.0,0.0
2015-08-24,1,1,1.0,0.9986241,0.9986241,0.6931471805599453,0.6931471805599453,0.692459,1.0,1.0,1.0,0.0,0.0,0.0
