news_date,first_timestamp_utc,last_timestamp_utc,n_articles_climate,n_urls_climate,n_sources_climate,n_articles_total,n_urls_total,n_sources_total,avg_tone,avg_positivity,avg_negativity,n_core_climate,n_policy_regulation,n_physical_risk,n_energy_geopolitics,n_cleantech,n_activism_litigation,share_total_climate,share_core_climate,share_policy,share_physical,share_energy,share_cleantech,share_activism,log_n_articles_climate,log_n_articles_total,log_n_sources_total
14/08/2021,2021-08-14 00:15:00+00:00,2021-08-14 20:30:00+00:00,2906,2906,1555,118963,118963,8134,-2.666871545,1.94211263,4.608984175,2887,2834,1989,988,614,765,0.024427763,0.02426805,0.023822533,0.016719484,0.008305103,0.005161269,0.006430571,7.974876901,11.68657621,9.00393102
15/08/2021,2021-08-15 07:30:00+00:00,2021-08-15 18:30:00+00:00,1729,1729,1018,104190,104190,7359,-1.93162213,2.209859091,4.141481222,1721,1689,950,497,331,577,0.016594683,0.0165179,0.016210769,0.009117958,0.004770131,0.003176888,0.005537959,7.455876687,11.55398103,8.903815212
16/08/2021,2021-08-16 07:15:00+00:00,2021-08-16 19:30:00+00:00,3438,3438,1792,209518,209518,11049,-1.420191158,2.519439526,3.939630684,3422,3377,1878,1486,985,1319,0.016409091,0.016332726,0.016117947,0.00896343,0.007092469,0.004701267,0.006295402,8.14293601,12.25256971,9.310185707
17/08/2021,2021-08-17 07:30:00+00:00,2021-08-17 21:15:00+00:00,3401,3401,1852,224666,224666,11312,-1.396648354,2.50093556,3.897583914,3383,3340,1817,1262,946,1128,0.015138027,0.015057908,0.014866513,0.008087561,0.005617227,0.004210695,0.005020786,8.132118773,12.32237458,9.333707786
18/08/2021,2021-08-18 07:15:00+00:00,2021-08-18 20:00:00+00:00,3183,3183,1815,225262,225262,11254,-1.022220667,2.633250356,3.655471023,3151,3129,1683,1193,780,1190,0.014130213,0.013988156,0.013890492,0.0074713,0.005296055,0.003462635,0.005282737,8.065893547,12.32502389,9.328567753
19/08/2021,2021-08-19 03:00:00+00:00,2021-08-19 23:45:00+00:00,5317,5317,2655,321926,321926,12111,-1.092157914,2.590568598,3.682726512,5292,5224,2579,1870,1514,2318,0.016516218,0.01643856,0.016227332,0.008011158,0.005808788,0.004702944,0.007200413,8.578852572,12.68208009,9.401951976
20/08/2021,2021-08-20 00:00:00+00:00,2021-08-20 23:45:00+00:00,4838,4838,2523,326094,326094,12186,-1.556443977,2.285755316,3.842199294,4800,4720,2513,1408,905,1645,0.014836213,0.014719682,0.014474354,0.007706367,0.004317773,0.002775273,0.005044558,8.484463367,12.69494403,9.408125089
21/08/2021,2021-08-21 00:00:00+00:00,2021-08-21 23:45:00+00:00,3131,3131,1678,210351,210351,9693,-1.958579186,2.234270997,4.192850183,3123,3014,1841,955,628,881,0.014884645,0.014846614,0.014328432,0.008752038,0.004540031,0.002985486,0.004188238,8.049427057,12.2565376,9.179262416
22/08/2021,2021-08-22 00:00:00+00:00,2021-08-22 23:45:00+00:00,3316,3316,1649,193719,193719,8982,-2.148093603,2.148790502,4.296884106,3289,3264,2064,735,851,1416,0.017117578,0.0169782,0.016849147,0.010654608,0.003794155,0.004392961,0.007309557,8.106816039,12.1741691,9.103089181
23/08/2021,2021-08-23 00:00:00+00:00,2021-08-23 23:45:00+00:00,5404,5404,2511,318490,318490,12417,-1.844699291,2.304854742,4.149554032,5345,5303,2757,1432,1145,1996,0.016967566,0.016782317,0.016650444,0.008656473,0.004496217,0.003595089,0.006267073,8.59507973,12.6713495,9.426902312
24/08/2021,2021-08-24 00:00:00+00:00,2021-08-24 23:45:00+00:00,6028,6028,2756,345937,345937,12487,-1.236141425,2.602880709,3.839022134,5937,5920,2479,1521,1007,2178,0.017425138,0.017162084,0.017112943,0.007166045,0.004396754,0.002910935,0.006295944,8.704336438,12.75401485,9.432523462
25/08/2021,2021-08-25 00:00:00+00:00,2021-08-25 23:45:00+00:00,6131,6131,2795,361016,361016,12701,-1.388275464,2.477444506,3.86571997,6069,5984,2668,1829,1174,2194,0.016982627,0.016810889,0.016575443,0.007390254,0.005066257,0.003251933,0.006077293,8.72127624,12.79668033,9.44951474
26/08/2021,2021-08-26 00:00:00+00:00,2021-08-26 23:45:00+00:00,5558,5558,2539,352188,352188,12353,-0.763016059,2.710036078,3.473052137,5488,5439,2488,1478,999,2050,0.015781344,0.015582587,0.015443456,0.007064409,0.004196622,0.002836553,0.005820755,8.623173515,12.77192324,9.421735176
27/08/2021,2021-08-27 00:00:00+00:00,2021-08-27 23:45:00+00:00,4207,4207,2223,332139,332139,12307,-1.004046129,2.585948261,3.589994391,4168,4112,2046,1412,1049,1583,0.012666384,0.012548963,0.012380359,0.006160072,0.004251232,0.003158316,0.004766077,8.344742754,12.71331185,9.418004736
28/08/2021,2021-08-28 00:00:00+00:00,2021-08-28 23:45:00+00:00,3074,3074,1662,213913,213913,9663,-1.870290674,2.363619934,4.233910608,3058,3006,1727,994,662,1242,0.014370328,0.014295531,0.014052442,0.008073376,0.004646749,0.003094716,0.005806099,8.03106018,12.27332934,9.17616292
29/08/2021,2021-08-29 00:00:00+00:00,2021-08-29 23:45:00+00:00,3117,3117,1693,195990,195990,8981,-2.218274943,2.267749198,4.486024141,3092,3050,1739,1074,798,1374,0.015903873,0.015776315,0.015562018,0.008872902,0.005479871,0.004071636,0.007010562,8.04494705,12.18582402,9.102977854
30/08/2021,2021-08-30 00:00:00+00:00,2021-08-30 23:45:00+00:00,5947,5947,2561,321886,321886,12209,-2.37388287,2.309499892,4.683382762,5902,5848,3218,2690,1638,3244,0.018475485,0.018335684,0.018167923,0.009997328,0.008356996,0.005088758,0.010078102,8.690810308,12.68195583,9.410010567
31/08/2021,2021-08-31 00:00:00+00:00,2021-08-31 23:45:00+00:00,5561,5561,2602,351463,351463,12594,-1.149554951,2.56995179,3.719506741,5515,5444,2152,2127,1222,2416,0.015822434,0.015691552,0.015489539,0.006122977,0.006051846,0.003476895,0.006874123,8.623713035,12.76986257,9.441055189
01/09/2021,2021-09-01 00:00:00+00:00,2021-09-01 23:45:00+00:00,6480,6480,2813,361080,361080,12792,-1.878102703,2.436029827,4.31413253,6428,6328,3190,2130,1468,2493,0.017946162,0.017802149,0.017525202,0.008834607,0.00589897,0.004065581,0.006904287,8.776630098,12.79685759,9.456653425
02/09/2021,2021-09-02 00:00:00+00:00,2021-09-02 23:45:00+00:00,7170,7170,2954,356405,356405,12674,-1.905032652,2.418184484,4.323217137,7111,7046,3869,2257,1637,3167,0.020117563,0.019952021,0.019769644,0.010855628,0.006332683,0.004593089,0.008885958,8.877800394,12.78382581,9.447386828
03/09/2021,2021-09-03 00:00:00+00:00,2021-09-03 23:45:00+00:00,7597,7597,2943,335370,335370,12315,-2.453929666,2.377146311,4.831075977,7533,7466,4385,2415,1147,2932,0.022652593,0.022461759,0.022261979,0.013075111,0.007201002,0.003420103,0.008742583,8.935640334,12.72299266,9.418654509
04/09/2021,2021-09-04 00:00:00+00:00,2021-09-04 23:45:00+00:00,4266,4266,2135,211852,211852,9505,-1.802201009,2.553215717,4.355416726,4242,4193,2143,942,464,1579,0.020136699,0.020023413,0.019792119,0.010115552,0.0044465,0.002190208,0.007453316,8.358666283,12.26364792,9.159678457
05/09/2021,2021-09-05 00:00:00+00:00,2021-09-05 23:45:00+00:00,3163,3163,1798,196414,196414,8891,-1.625845396,2.504767102,4.130612498,3139,3079,1493,849,435,1291,0.01610374,0.015981549,0.015676072,0.007601291,0.004322502,0.00221471,0.006572851,8.059592329,12.18798505,9.092907275
06/09/2021,2021-09-06 00:00:00+00:00,2021-09-06 23:45:00+00:00,5175,5175,2463,295889,295889,11083,-1.118697341,2.820712632,3.939409973,5134,5083,2367,1593,979,1574,0.017489667,0.017351101,0.017178739,0.007999621,0.005383776,0.003308673,0.005319562,8.551787836,12.59774304,9.313257906
07/09/2021,2021-09-07 00:00:00+00:00,2021-09-07 23:45:00+00:00,7307,7307,2999,343174,343174,12469,-1.48849616,2.586013636,4.074509796,7211,7139,3512,2266,1392,2555,0.021292406,0.021012664,0.020802858,0.010233876,0.006603064,0.004056251,0.007445203,8.896724917,12.7459958,9.431081039
08/09/2021,2021-09-08 00:00:00+00:00,2021-09-08 23:45:00+00:00,6845,6845,2996,360905,360905,12685,-0.808761122,2.787562385,3.596323507,6782,6705,3082,2170,1520,2447,0.01896621,0.018791649,0.018578296,0.008539643,0.006012663,0.004211635,0.006780178,8.831419819,12.79637282,9.448254302
09/09/2021,2021-09-09 00:00:00+00:00,2021-09-09 23:45:00+00:00,6829,6829,2912,360779,360779,12706,-0.319217171,2.8802961,3.199513271,6740,6723,2534,2480,1555,2536,0.018928485,0.018681797,0.018634677,0.00702369,0.006874014,0.004310118,0.007029234,8.829079953,12.79602363,9.449908302
10/09/2021,2021-09-10 00:00:00+00:00,2021-09-10 23:45:00+00:00,6706,6706,2899,343054,343054,12481,-0.9062779,2.748294557,3.654572457,6626,6600,2250,2045,1257,2575,0.019547943,0.019314743,0.019238954,0.006558734,0.005961161,0.003664146,0.007506107,8.810907036,12.74564606,9.432042885
11/09/2021,2021-09-11 00:00:00+00:00,2021-09-11 23:45:00+00:00,3167,3167,1630,223876,223876,9859,-1.013419727,2.894417383,3.90783711,3137,3096,1018,920,608,1388,0.014146224,0.014012221,0.013829084,0.00454716,0.004109418,0.002715789,0.006199861,8.060855753,12.31885207,9.196241448
12/09/2021,2021-09-12 00:00:00+00:00,2021-09-12 23:45:00+00:00,2789,2789,1490,196025,196025,8796,-0.907805108,2.762509583,3.670314691,2771,2726,961,856,678,942,0.014227777,0.014135952,0.013906389,0.004902436,0.00436679,0.003458743,0.00480551,7.933796875,12.18600258,9.082166033
13/09/2021,2021-09-13 00:00:00+00:00,2021-09-13 23:45:00+00:00,6803,6803,2917,329030,329030,12437,-0.980079347,2.698683367,3.678762714,6742,6689,2891,2097,1463,2907,0.020675926,0.020490533,0.020329453,0.008786433,0.006373279,0.004446403,0.008835061,8.825265954,12.70390725,9.428511582
14/09/2021,2021-09-14 00:00:00+00:00,2021-09-14 23:45:00+00:00,8307,8307,3175,363482,363482,12714,-0.966512285,2.660965882,3.627478167,8242,8184,3557,2336,1738,2849,0.022853952,0.022675126,0.022515558,0.009785904,0.006426728,0.00478153,0.007838077,9.024974185,12.80348781,9.450537678
15/09/2021,2021-09-15 00:00:00+00:00,2021-09-15 23:45:00+00:00,7620,7620,3212,367517,367517,12767,-0.802987856,2.778581914,3.58156977,7528,7491,2591,2466,1631,2853,0.020733735,0.020483406,0.020382731,0.007050014,0.006709894,0.00443789,0.007762906,8.938662874,12.81452758,9.45469732
16/09/2021,2021-09-16 00:00:00+00:00,2021-09-16 23:45:00+00:00,6674,6674,2817,350631,350631,12603,-0.675830147,2.796138389,3.471968536,6590,6518,2322,2072,1366,2655,0.019034255,0.018794687,0.018589343,0.006622347,0.005909346,0.003895834,0.007572063,8.806124483,12.76749252,9.441769503
17/09/2021,2021-09-17 00:00:00+00:00,2021-09-17 23:45:00+00:00,8257,8257,3107,343276,343276,12574,-0.730026087,2.848230426,3.578256513,8181,8129,3137,2574,1444,2878,0.024053531,0.023832135,0.023680653,0.009138419,0.00749834,0.004206528,0.008383924,9.018937706,12.74629298,9.439465995
18/09/2021,2021-09-18 00:00:00+00:00,2021-09-18 23:45:00+00:00,4584,4584,2066,227039,227039,9647,-0.84257929,2.76279766,3.60537695,4561,4502,2017,1136,665,1466,0.020190364,0.02008906,0.019829192,0.008883936,0.005003546,0.002929012,0.00645704,8.430545385,12.33288149,9.174505919
19/09/2021,2021-09-19 00:00:00+00:00,2021-09-19 23:45:00+00:00,3999,3999,1865,196192,196192,8871,-0.998698745,2.528501115,3.52719986,3988,3938,1403,990,462,1534,0.020383094,0.020327027,0.020072174,0.007151158,0.005046077,0.002354836,0.007818871,8.29404964,12.18685415,9.090655529
20/09/2021,2021-09-20 00:00:00+00:00,2021-09-20 23:45:00+00:00,7332,7332,2893,321528,321528,12415,-1.034583814,2.707410693,3.741994507,7294,7212,2566,1817,1106,3017,0.022803613,0.022685427,0.022430395,0.007980642,0.005651141,0.003439825,0.00938332,8.900139988,12.68084302,9.426741242
21/09/2021,2021-09-21 00:00:00+00:00,2021-09-21 23:45:00+00:00,10115,10115,3340,342711,342711,12561,-1.176899925,2.769674799,3.946574724,10068,9989,2916,2391,1496,3703,0.029514664,0.029377522,0.029147007,0.008508627,0.006976724,0.004365194,0.010805022,9.221873608,12.74464572,9.438431663
22/09/2021,2021-09-22 00:00:00+00:00,2021-09-22 23:45:00+00:00,9705,9705,3433,357670,357670,12677,-0.749423909,2.965090345,3.714514254,9642,9580,3089,3526,1601,3342,0.02713395,0.02695781,0.026784466,0.008636453,0.009858249,0.004476193,0.009343809,9.18049953,12.78736885,9.447623487
23/09/2021,2021-09-23 00:00:00+00:00,2021-09-23 23:45:00+00:00,9635,9635,3353,361941,361941,12787,-0.708773257,2.836587725,3.545360982,9560,9510,3188,3154,2230,3461,0.026620361,0.026413145,0.026275001,0.008808065,0.008714127,0.006161225,0.009562332,9.173261364,12.79923926,9.45626251
24/09/2021,2021-09-24 00:00:00+00:00,2021-09-24 23:45:00+00:00,9202,9202,3270,343850,343850,12355,-0.756235616,2.771958294,3.52819391,9142,9063,2770,2603,1716,4338,0.026761669,0.026587175,0.026357423,0.008055838,0.007570161,0.004990548,0.012615966,9.127284797,12.7479637,9.421897054
25/09/2021,2021-09-25 00:00:00+00:00,2021-09-25 23:45:00+00:00,6302,6302,2354,231865,231865,10105,-0.678904542,2.972385385,3.651289927,6261,6240,1850,1942,831,2607,0.027179609,0.027002782,0.026912212,0.007978781,0.008375563,0.003583982,0.011243612,8.74878099,12.3539149,9.220884586
26/09/2021,2021-09-26 00:00:00+00:00,2021-09-26 23:45:00+00:00,6157,6157,2390,246222,246222,9951,-0.338951317,2.965856354,3.304807672,6091,6051,1786,2130,1098,1925,0.025005889,0.024737838,0.024575383,0.007253617,0.00865073,0.00445939,0.007818148,8.725507328,12.41399291,9.205528815
27/09/2021,2021-09-27 00:00:00+00:00,2021-09-27 23:45:00+00:00,8045,8045,3105,366880,366880,12889,-0.54026345,2.822354554,3.362618004,7959,7918,2871,2492,1597,2871,0.021928151,0.021693742,0.021581989,0.007825447,0.006792412,0.004352922,0.007825447,8.992930353,12.81279282,9.464207096
28/09/2021,2021-09-28 00:00:00+00:00,2021-09-28 23:45:00+00:00,8021,8021,3181,384110,384110,13030,-0.536785448,2.994265633,3.531051081,7900,7864,3131,2994,1760,3171,0.020882039,0.020567025,0.020473302,0.008151311,0.007794642,0.004582021,0.008255448,8.989943046,12.85868685,9.475086413
29/09/2021,2021-09-29 00:00:00+00:00,2021-09-29 23:45:00+00:00,8120,8120,3246,382025,382025,12980,-0.671763724,2.889458158,3.561221881,8052,7974,2682,2384,1475,2929,0.021255153,0.021077155,0.02087298,0.007020483,0.006240429,0.003861004,0.007667037,9.002208578,12.85324395,9.471242029
30/09/2021,2021-09-30 00:00:00+00:00,2021-09-30 23:45:00+00:00,7086,7086,2976,380693,380693,13042,-0.673795378,2.864037063,3.537832441,6990,6925,2686,2274,1499,3017,0.018613423,0.018361252,0.01819051,0.007055554,0.005973317,0.003937556,0.007925021,8.866017399,12.84975118,9.47600687
01/10/2021,2021-10-01 00:00:00+00:00,2021-10-01 23:45:00+00:00,6672,6672,2899,353180,353180,12842,-0.428312599,2.945279015,3.373591614,6484,6473,2487,2252,1512,2838,0.018891217,0.01835891,0.018327765,0.007041735,0.006376352,0.004281103,0.008035563,8.805824813,12.77473595,9.460554195
02/10/2021,2021-10-02 00:00:00+00:00,2021-10-02 23:45:00+00:00,4613,4613,2163,231540,231540,10103,-0.461599804,2.937332867,3.398932671,4575,4517,1548,1148,720,1749,0.019923123,0.019759005,0.019508508,0.00668567,0.004958107,0.003109614,0.00755377,8.436850439,12.35251224,9.220686664
03/10/2021,2021-10-03 00:00:00+00:00,2021-10-03 23:45:00+00:00,3325,3325,1831,205571,205571,9336,-1.278782029,2.696706166,3.975488195,3297,3262,1159,882,508,1154,0.01617446,0.016038254,0.015867997,0.005637955,0.004290488,0.002471166,0.005613632,8.10952566,12.23355162,9.14174028
04/10/2021,2021-10-04 00:00:00+00:00,2021-10-04 23:45:00+00:00,5799,5799,2726,335592,335592,12750,-0.375343565,2.891481102,3.266824667,5731,5685,1781,2100,1532,2256,0.017279911,0.017077284,0.016940213,0.00530704,0.006257599,0.004565067,0.006722449,8.665613197,12.7236544,9.453364979
05/10/2021,2021-10-05 00:00:00+00:00,2021-10-05 23:45:00+00:00,8589,8589,3266,365862,365862,12859,-0.054224615,3.272879827,3.327104442,8546,8374,2615,2706,1594,2859,0.023476065,0.023358534,0.022888411,0.007147504,0.007396231,0.004356834,0.007814422,9.058354015,12.81001423,9.461876998
06/10/2021,2021-10-06 00:00:00+00:00,2021-10-06 23:45:00+00:00,7640,7640,3092,354005,354005,12814,-0.088093124,3.195216527,3.283309651,7580,7439,2340,3031,1874,2444,0.021581616,0.021412127,0.021013827,0.006610076,0.008562026,0.005293711,0.006903857,8.941283764,12.77706914,9.458371639
07/10/2021,2021-10-07 00:00:00+00:00,2021-10-07 23:45:00+00:00,7930,7930,3277,367696,367696,12772,-0.227633758,3.134801228,3.362434986,7876,7767,2763,3036,1628,2994,0.021566729,0.021419869,0.021123428,0.00751436,0.008256821,0.004427571,0.008142596,8.97853441,12.81501451,9.455088847
08/10/2021,2021-10-08 00:00:00+00:00,2021-10-08 23:45:00+00:00,7225,7225,3085,352867,352867,12631,-0.139540782,3.404902109,3.54444289,7140,7065,2537,2382,1294,2845,0.020475137,0.020234253,0.020021708,0.007189678,0.006750419,0.003667104,0.008062528,8.885440912,12.77384933,9.443988556
09/10/2021,2021-10-09 00:00:00+00:00,2021-10-09 23:45:00+00:00,3783,3783,1886,224833,224833,9800,0.085408108,3.315856294,3.230448186,3751,3721,1199,1253,731,1509,0.016825822,0.016683494,0.016550062,0.005332847,0.005573025,0.003251302,0.006711648,8.23853693,12.32311763,9.1902397
10/10/2021,2021-10-10 00:00:00+00:00,2021-10-10 23:45:00+00:00,3271,3271,1646,203936,203936,9161,-0.353381239,3.080135356,3.433516595,3233,3225,1285,1025,702,1392,0.016039346,0.015853013,0.015813785,0.006300996,0.005026087,0.003442256,0.006825671,8.093156698,12.2255664,9.122819774
11/10/2021,2021-10-11 00:00:00+00:00,2021-10-11 23:45:00+00:00,6866,6866,2732,325924,325924,12262,-0.424159743,3.040501063,3.464660805,6754,6746,2142,2659,1837,2892,0.021066261,0.020722622,0.020698077,0.006572084,0.008158344,0.005636283,0.008873234,8.834482609,12.69442257,9.414341878
12/10/2021,2021-10-12 00:00:00+00:00,2021-10-12 23:45:00+00:00,8361,8361,3266,361035,361035,12709,-0.726238972,2.889262619,3.615501592,8283,8236,2872,2787,1833,3426,0.02315842,0.022942374,0.022812193,0.007954907,0.007719473,0.00507707,0.009489385,9.031452912,12.79673296,9.450144364
13/10/2021,2021-10-13 00:00:00+00:00,2021-10-13 23:45:00+00:00,8979,8979,3172,367436,367436,12846,-0.479695695,3.03025397,3.509949665,8815,8816,2962,3611,2637,3286,0.024436909,0.023990573,0.023993294,0.008061268,0.009827562,0.00717676,0.008943054,9.102755161,12.81430715,9.4608656
14/10/2021,2021-10-14 00:00:00+00:00,2021-10-14 23:45:00+00:00,8910,8910,3316,363906,363906,12812,-0.325353066,2.95490987,3.280262937,8812,8764,2924,3050,2092,3191,0.024484345,0.024215045,0.024083142,0.008035042,0.008381285,0.005748737,0.008768748,9.095041748,12.80465362,9.45821556
15/10/2021,2021-10-15 00:00:00+00:00,2021-10-15 23:45:00+00:00,7822,7822,3125,341111,341111,12467,-0.576371539,2.870938171,3.447309709,7742,7701,2478,2425,1579,2716,0.022930952,0.022696424,0.022576229,0.007264497,0.007109123,0.004628992,0.007962218,8.964823392,12.73996615,9.430920641
16/10/2021,2021-10-16 00:00:00+00:00,2021-10-16 23:45:00+00:00,4315,4315,2031,216656,216656,9893,-0.633798569,2.883988567,3.517787136,4292,4228,1372,1330,780,1748,0.019916365,0.019810206,0.019514807,0.006332619,0.006138764,0.003600177,0.00806809,8.370084326,12.28607074,9.199683792
17/10/2021,2021-10-17 00:00:00+00:00,2021-10-17 23:45:00+00:00,3851,3851,1943,200108,200108,9061,0.253262717,3.358923878,3.105661161,3807,3786,1416,1479,942,1472,0.019244608,0.019024727,0.018919783,0.007076179,0.007391009,0.004707458,0.007356028,8.256347773,12.2066175,9.111845125
18/10/2021,2021-10-18 00:00:00+00:00,2021-10-18 23:45:00+00:00,7076,7076,3012,337104,337104,12480,-0.165248998,3.068833769,3.234082767,6984,6930,2508,2674,1761,2573,0.020990555,0.020717642,0.020557454,0.007439841,0.00793227,0.005223907,0.007632659,8.864605368,12.72814973,9.431962767
19/10/2021,2021-10-19 00:00:00+00:00,2021-10-19 23:45:00+00:00,7711,7711,2918,359928,359928,12710,-0.437065653,2.811989417,3.249055069,7630,7577,2497,3072,2348,2801,0.021423729,0.021198684,0.021051433,0.006937499,0.00853504,0.006523527,0.007782112,8.950532836,12.79366207,9.450223039
20/10/2021,2021-10-20 00:00:00+00:00,2021-10-20 23:45:00+00:00,8140,8140,3050,370725,370725,12789,-0.425859706,2.828677859,3.254537565,7995,7945,2795,3181,2015,2735,0.021956976,0.021565851,0.02143098,0.007539281,0.008580484,0.005435296,0.007377436,9.004668302,12.82321852,9.456418895
21/10/2021,2021-10-21 00:00:00+00:00,2021-10-21 23:45:00+00:00,8294,8294,3168,373283,373283,12814,-0.699981525,2.799802869,3.499784394,8219,8145,3116,3254,2024,2993,0.022219067,0.022018147,0.021819906,0.008347554,0.008717247,0.00542216,0.008018045,9.023408203,12.8300948,9.458371639
22/10/2021,2021-10-22 00:00:00+00:00,2021-10-22 23:45:00+00:00,7663,7663,2996,354256,354256,12573,-0.780646691,2.735931996,3.516578687,7545,7503,2592,2839,1662,2827,0.02163125,0.021298157,0.021179599,0.007316743,0.008013979,0.004691523,0.007980105,8.94428932,12.77777792,9.439386469
23/10/2021,2021-10-23 00:00:00+00:00,2021-10-23 23:45:00+00:00,4792,4792,2083,217264,217264,9719,-0.283744093,2.912945641,3.196689734,4763,4697,1460,1777,1092,1423,0.022056116,0.021922638,0.02161886,0.006719935,0.00817899,0.005026143,0.006549635,8.474911799,12.28887309,9.181940897
24/10/2021,2021-10-24 00:00:00+00:00,2021-10-24 23:45:00+00:00,4298,4298,1977,199334,199334,8960,-0.143435236,3.009722473,3.153157709,4246,4216,1342,1738,918,1389,0.021561801,0.021300932,0.021150431,0.006732419,0.008719034,0.004605336,0.006968204,8.366137716,12.20274211,9.100637107
25/10/2021,2021-10-25 00:00:00+00:00,2021-10-25 23:45:00+00:00,9205,9205,3285,334668,334668,12540,-0.352005836,2.825735474,3.17774131,9107,9037,2616,3268,1950,3074,0.02750487,0.027212043,0.02700288,0.007816702,0.009764901,0.00582667,0.009185222,9.127610724,12.72089726,9.436758556
26/10/2021,2021-10-26 00:00:00+00:00,2021-10-26 23:45:00+00:00,10948,10948,3474,362063,362063,12658,-0.326303882,2.840351795,3.166655677,10820,10772,3179,3808,2429,3925,0.030237832,0.029884302,0.029751728,0.00878024,0.010517507,0.006708777,0.010840655,9.301003407,12.79957627,9.446123704
27/10/2021,2021-10-27 00:00:00+00:00,2021-10-27 23:45:00+00:00,10388,10388,3477,361040,361040,12734,-0.457856189,2.853160724,3.311016913,10309,10234,2822,3670,2368,3947,0.028772435,0.028553623,0.02834589,0.007816308,0.010165079,0.00655883,0.010932307,9.248502833,12.7967468,9.452109387
28/10/2021,2021-10-28 00:00:00+00:00,2021-10-28 23:45:00+00:00,12285,12285,3720,369559,369559,12696,-0.431287865,2.774947041,3.206234907,12218,12061,3789,4514,3311,4324,0.033242324,0.033061027,0.032636196,0.010252761,0.012214558,0.008959327,0.011700432,9.416215682,12.82006839,9.449121024
29/10/2021,2021-10-29 00:00:00+00:00,2021-10-29 23:45:00+00:00,13213,13213,3803,352417,352417,12635,-0.61834919,2.74782442,3.36617361,13143,13008,3735,4567,2177,4944,0.037492516,0.037293888,0.036910819,0.01059824,0.01295908,0.006177341,0.014028835,9.489032153,12.77257325,9.444305162
30/10/2021,2021-10-30 00:00:00+00:00,2021-10-30 23:45:00+00:00,9512,9512,2881,221037,221037,9872,-0.600191782,2.737565145,3.337756927,9483,9336,2349,3012,1295,4169,0.043033519,0.04290232,0.042237272,0.01062718,0.013626678,0.005858748,0.018861096,9.160414563,12.30608991,9.197559038
31/10/2021,2021-10-31 00:00:00+00:00,2021-10-31 23:45:00+00:00,12801,12801,3086,210491,210491,9302,-0.422184667,2.912449318,3.334633986,12714,12536,4052,5134,2057,4423,0.060814952,0.060401632,0.059555991,0.019250229,0.024390592,0.009772389,0.021012775,9.457356688,12.25720293,9.138092208
01/11/2021,2021-11-01 00:00:00+00:00,2021-11-01 23:45:00+00:00,17000,17000,4128,315293,315293,12314,-0.44842975,2.813784973,3.262214723,16915,16771,5532,6307,2992,5881,0.053918102,0.053648511,0.053191793,0.017545585,0.020003616,0.009489586,0.018652491,9.741027445,12.66126082,9.418573311
02/11/2021,2021-11-02 00:00:00+00:00,2021-11-02 23:45:00+00:00,18561,18561,4469,358999,358999,12696,-0.327352745,2.837266835,3.16461958,18391,18315,5785,7544,3748,6664,0.051702094,0.051228555,0.051016855,0.016114251,0.021013986,0.010440141,0.018562726,9.828871759,12.79107767,9.449121024
03/11/2021,2021-11-03 00:00:00+00:00,2021-11-03 23:45:00+00:00,14211,14211,4103,371252,371252,12767,-0.361560512,2.805393399,3.166953912,14100,14036,4389,5217,2869,5539,0.038278582,0.037979593,0.037807204,0.011822159,0.01405245,0.007727904,0.014919785,9.561841957,12.82463905,9.45469732
04/11/2021,2021-11-04 00:00:00+00:00,2021-11-04 23:45:00+00:00,12038,12038,3797,356425,356425,12616,-0.37048612,2.722310251,3.09279637,11941,11772,3822,5557,2895,4553,0.033774286,0.033502139,0.033027986,0.010723154,0.015590938,0.008122326,0.012774076,9.395906659,12.78388192,9.44280039
05/11/2021,2021-11-05 00:00:00+00:00,2021-11-05 23:45:00+00:00,10737,10737,3611,343578,343578,12536,-0.685735356,2.695504491,3.381239847,10659,10557,3801,4076,2030,5170,0.031250546,0.031023523,0.030726647,0.01106299,0.011863391,0.005908411,0.015047529,9.281544131,12.74717235,9.436439551
06/11/2021,2021-11-06 00:00:00+00:00,2021-11-06 23:45:00+00:00,8213,8213,2832,222249,222249,9797,-1.055802745,2.559427735,3.61523048,8188,8084,3862,3174,1524,4130,0.036954047,0.036841561,0.036373617,0.017376906,0.014281279,0.006857174,0.018582761,9.013595295,12.31155815,9.189933562
07/11/2021,2021-11-07 00:00:00+00:00,2021-11-07 23:45:00+00:00,5644,5644,2365,196567,196567,9017,-1.010045594,2.526390809,3.536436403,5605,5533,2245,2227,944,2610,0.028712856,0.028514451,0.028148163,0.011421042,0.01132947,0.004802434,0.013277915,8.638525477,12.18876371,9.106977859
08/11/2021,2021-11-08 00:00:00+00:00,2021-11-08 23:45:00+00:00,9532,9532,3422,329611,329611,12474,-0.963173008,2.669749507,3.632922515,9450,9359,4050,3844,1704,4170,0.028918938,0.02867016,0.028394077,0.012287211,0.011662232,0.00516973,0.012651277,9.162514742,12.70567148,9.431481921
09/11/2021,2021-11-09 00:00:00+00:00,2021-11-09 23:45:00+00:00,10598,10598,3485,362257,362257,12650,-0.432152843,2.858689911,3.290842754,10498,10403,3921,4461,2583,4529,0.029255473,0.028979426,0.028717181,0.010823807,0.012314462,0.007130297,0.012502174,9.268514936,12.80011194,9.445491542
