news_date,first_timestamp_utc,last_timestamp_utc,n_articles_climate,n_urls_climate,n_sources_climate,n_articles_total,n_urls_total,n_sources_total,avg_tone,avg_positivity,avg_negativity,n_core_climate,n_policy_regulation,n_physical_risk,n_energy_geopolitics,n_cleantech,n_activism_litigation,share_total_climate,share_core_climate,share_policy,share_physical,share_energy,share_cleantech,share_activism,log_n_articles_climate,log_n_articles_total,log_n_sources_total
28/03/2016,2016-03-28 00:15:00+00:00,2016-03-28 23:45:00+00:00,3587,3587,2077,650723,650499,19089,-0.510481103,2.67842186,3.188902963,3578,3526,1551,1276,776,1400,0.00551233,0.005498499,0.005418588,0.002383503,0.001960896,0.00119252,0.002151453,8.185350223,13.38584087,9.856919917
29/03/2016,2016-03-29 00:15:00+00:00,2016-03-29 23:45:00+00:00,4430,4430,2476,754011,753753,21030,-0.841849043,2.495646825,3.337495868,4417,4263,1761,1650,999,1606,0.005875246,0.005858005,0.005653764,0.00233551,0.002188297,0.001324914,0.002129942,8.396380571,13.53316356,9.953752819
30/03/2016,2016-03-30 00:15:00+00:00,2016-03-30 23:45:00+00:00,4502,4502,2371,800895,800688,21317,-0.394493867,2.854453498,3.248947365,4491,4417,1542,1755,963,1690,0.005621211,0.005607477,0.00551508,0.001925346,0.002191298,0.001202405,0.002110139,8.41249912,13.59348638,9.967307065
31/03/2016,2016-03-31 00:15:00+00:00,2016-03-31 23:45:00+00:00,5702,5702,3136,819346,819151,21556,-0.87141915,2.563327026,3.434746176,5662,5572,1830,2348,1071,2119,0.006959209,0.00691039,0.006800546,0.002233489,0.0028657,0.00130714,0.002586209,8.648747631,13.61626296,9.978455869
01/04/2016,2016-04-01 00:15:00+00:00,2016-04-01 23:45:00+00:00,5670,5670,2744,756268,756154,21319,-0.969349255,2.721321443,3.690670697,5642,5594,1938,2287,821,2327,0.007497342,0.007460318,0.007396849,0.002562584,0.00302406,0.001085594,0.003076952,8.643120748,13.53615241,9.967400878
02/04/2016,2016-04-02 00:15:00+00:00,2016-04-02 23:45:00+00:00,2777,2777,1601,503001,502880,16809,-0.483215364,2.769601635,3.252816999,2766,2698,982,911,490,1134,0.005520864,0.005498995,0.005363806,0.001952282,0.00181113,0.000974153,0.002254469,7.929486523,13.12834943,9.729729226
03/04/2016,2016-04-03 00:15:00+00:00,2016-04-03 23:45:00+00:00,2478,2478,1522,464672,464554,15854,-0.774600667,2.690107301,3.464707969,2466,2434,993,1120,526,995,0.005332794,0.005306969,0.005238103,0.002136991,0.002410302,0.001131981,0.002141295,7.815610532,13.04908921,9.671240187
04/04/2016,2016-04-04 00:15:00+00:00,2016-04-04 23:45:00+00:00,4455,4455,2439,744474,744289,21120,-0.864832191,2.74956984,3.614402031,4435,4368,1714,1684,871,1745,0.005984091,0.005957226,0.00586723,0.002302297,0.002262,0.001169954,0.002343937,8.402006782,13.52043455,9.958023085
05/04/2016,2016-04-05 00:15:00+00:00,2016-04-05 23:45:00+00:00,4648,4648,2669,752831,752623,21064,-1.09395579,2.787466054,3.881421844,4615,4588,1734,1649,1065,1946,0.006174028,0.006130194,0.006094329,0.002303306,0.002190399,0.00141466,0.002584909,8.444407422,13.53159737,9.955368174
06/04/2016,2016-04-06 00:15:00+00:00,2016-04-06 23:45:00+00:00,5074,5074,2612,822089,821871,21644,-0.932252252,2.81347373,3.745725982,5036,4950,1956,2126,1162,1779,0.006172081,0.006125857,0.006021246,0.002379304,0.002586095,0.001413472,0.002163999,8.532081804,13.61960516,9.98252976
07/04/2016,2016-04-07 00:15:00+00:00,2016-04-07 23:45:00+00:00,5891,5891,3011,814004,813809,21567,-1.01248456,2.814096311,3.826580871,5853,5788,2023,2332,1432,2438,0.007237065,0.007190382,0.00711053,0.002485246,0.002864851,0.001759205,0.002995071,8.681350778,13.60972179,9.978966014
08/04/2016,2016-04-08 00:15:00+00:00,2016-04-08 23:30:00+00:00,5206,5206,2834,753707,753507,21173,-0.525168795,2.793765312,3.318934107,5172,5118,2132,2027,1171,2243,0.006907193,0.006862083,0.006790437,0.002828685,0.002689374,0.001553654,0.002975958,8.557759153,13.5327603,9.960529293
09/04/2016,2016-04-09 00:15:00+00:00,2016-04-09 23:45:00+00:00,3257,3257,1820,501975,501843,16769,-0.851986477,2.832913267,3.684899745,3227,3220,1140,1048,465,1709,0.006488371,0.006428607,0.006414662,0.002271029,0.002087753,0.000926341,0.003404552,8.088868789,13.12630759,9.727346855
10/04/2016,2016-04-10 00:15:00+00:00,2016-04-10 23:45:00+00:00,2328,2328,1369,458608,458479,15786,-0.530388857,2.947289428,3.477678285,2289,2296,927,978,510,1051,0.005076231,0.004991191,0.005006454,0.002021334,0.00213254,0.001112061,0.002291718,7.75319427,13.03595327,9.666942096
11/04/2016,2016-04-11 00:15:00+00:00,2016-04-11 23:45:00+00:00,4437,4437,2520,737140,736926,21151,-0.888700026,2.644937763,3.53363779,4413,4374,1790,1894,839,1830,0.006019209,0.005986651,0.005933744,0.002428304,0.00256939,0.001138183,0.002482568,8.397959103,13.51053447,9.959489743
12/04/2016,2016-04-12 00:15:00+00:00,2016-04-12 23:45:00+00:00,5557,5557,2798,801181,800952,21320,-0.858712652,2.735804365,3.594517016,5547,5489,2059,2337,1196,2492,0.006936011,0.006923529,0.006851136,0.002569956,0.002916944,0.001492796,0.003110408,8.62299361,13.59384342,9.967447781
13/04/2016,2016-04-13 00:15:00+00:00,2016-04-13 23:45:00+00:00,5765,5765,2876,812294,812056,21459,-0.780265729,2.842851021,3.623116749,5741,5704,1879,2351,1203,2515,0.007097184,0.007067638,0.007022088,0.002313202,0.002894272,0.001480991,0.00309617,8.659733878,13.60761885,9.973946016
14/04/2016,2016-04-14 00:15:00+00:00,2016-04-14 23:45:00+00:00,4819,4819,2534,708164,707989,20545,-0.657555151,2.750655956,3.408211107,4805,4740,1605,1828,940,2057,0.006804921,0.006785151,0.006693365,0.002266424,0.002581323,0.001327376,0.002904694,8.480529207,13.4704324,9.930421554
15/04/2016,2016-04-15 00:15:00+00:00,2016-04-15 23:45:00+00:00,3274,3274,1945,543330,543315,16551,-0.957709989,2.722612375,3.680322364,3264,3203,1084,1071,494,1226,0.006025804,0.006007399,0.005895128,0.001995104,0.001971178,0.000909208,0.002256456,8.094073148,13.20547399,9.714262219
16/04/2016,2016-04-16 00:15:00+00:00,2016-04-16 23:45:00+00:00,1914,1914,1158,361823,361813,13564,-0.321929976,2.923751038,3.245681014,1907,1864,700,493,417,679,0.005289879,0.005270533,0.00515169,0.001934648,0.001362545,0.001152497,0.001876608,7.557472902,12.79891318,9.515248225
17/04/2016,2016-04-17 00:30:00+00:00,2016-04-17 23:45:00+00:00,2013,2013,1259,347288,347262,12883,-0.585744509,2.782890163,3.368634671,2004,1926,632,1000,468,1020,0.005796342,0.005770427,0.005545829,0.001819815,0.002879455,0.001347585,0.002937044,7.607878073,12.75791257,9.46374151
18/04/2016,2016-04-18 00:15:00+00:00,2016-04-18 23:45:00+00:00,4443,4443,2298,691552,691345,20973,-0.758450528,2.827893981,3.586344509,4407,4355,1697,1798,1031,1708,0.00642468,0.006372623,0.00629743,0.002453901,0.002599949,0.00149085,0.002469807,8.399310151,13.44669507,9.951038854
19/04/2016,2016-04-19 00:15:00+00:00,2016-04-19 23:45:00+00:00,5377,5376,2846,751540,751308,21148,-0.979945329,2.584134692,3.564080021,5353,5269,2098,1969,1070,2209,0.007154642,0.007122708,0.007010938,0.002791601,0.002619954,0.001423743,0.002939298,8.590071837,13.52988104,9.959347902
20/04/2016,2016-04-20 00:15:00+00:00,2016-04-20 23:45:00+00:00,6866,6866,3505,879453,879234,21438,-1.013966607,2.66575398,3.679720587,6815,6762,2919,2242,1348,2951,0.007807126,0.007749135,0.00768887,0.003319109,0.002549312,0.001532771,0.003355495,8.834482609,13.68705654,9.972966972
21/04/2016,2016-04-21 00:15:00+00:00,2016-04-21 23:45:00+00:00,7705,7705,3607,881272,881103,21637,-0.483493086,2.868791385,3.352284471,7653,7593,3102,2944,1888,3310,0.008743044,0.008684039,0.008615955,0.003519912,0.003340626,0.002142358,0.003755935,8.949754525,13.68912273,9.982206307
22/04/2016,2016-04-22 00:15:00+00:00,2016-04-22 23:45:00+00:00,14043,14043,5207,840815,840658,21382,0.629556497,3.460575309,2.831018812,13991,13813,4749,4765,3122,6079,0.016701653,0.016639808,0.016428108,0.005648091,0.005667121,0.003713064,0.00722989,9.549950537,13.64212813,9.970351493
23/04/2016,2016-04-23 00:15:00+00:00,2016-04-23 23:45:00+00:00,7303,7303,3233,541455,541369,17144,-0.161296593,3.174764328,3.336060921,7292,7194,1926,2107,1351,3301,0.013487732,0.013467416,0.013286423,0.003557082,0.003891367,0.002495129,0.006096536,8.896177422,13.20201709,9.749461865
24/04/2016,2016-04-24 00:15:00+00:00,2016-04-24 23:45:00+00:00,4033,4033,2046,504230,504126,16217,-0.440259254,2.894889641,3.335148894,4021,3950,1245,1337,777,1698,0.007998334,0.007974535,0.007833727,0.002469111,0.002651568,0.001540963,0.003367511,8.302513719,13.13078978,9.693877016
25/04/2016,2016-04-25 00:15:00+00:00,2016-04-25 23:45:00+00:00,6266,6265,3101,841140,840967,23645,-0.521304656,2.726539547,3.247844204,6224,6169,2147,2188,1177,2615,0.007449414,0.007399482,0.007334094,0.002552488,0.002601232,0.001399291,0.003108876,8.74305305,13.64251458,10.07094925
26/04/2016,2016-04-26 00:15:00+00:00,2016-04-26 23:45:00+00:00,6106,6106,3056,945317,945120,24498,-0.50798663,2.633547476,3.141534105,6071,5994,2079,2256,1229,2439,0.006459209,0.006422184,0.00634073,0.002199262,0.002386501,0.001300093,0.002580087,8.717190933,13.75927666,10.10638758
27/04/2016,2016-04-27 00:15:00+00:00,2016-04-27 23:45:00+00:00,5615,5615,2944,944232,943998,24383,-0.444024361,2.78143708,3.225461441,5574,5544,1879,2136,1287,2324,0.005946632,0.00590321,0.005871438,0.001989977,0.002262156,0.001363012,0.00246126,8.633374946,13.75812824,10.10168246
28/04/2016,2016-04-28 00:15:00+00:00,2016-04-28 23:45:00+00:00,5180,5180,2796,911634,911403,24158,-0.844543657,2.654385229,3.498928886,5143,5093,1851,1850,971,2059,0.005682105,0.005641518,0.005586672,0.00203042,0.002029323,0.00106512,0.002258582,8.552753367,13.72299497,10.09241226
29/04/2016,2016-04-29 00:15:00+00:00,2016-04-29 23:45:00+00:00,5004,5004,2746,872068,871898,23867,-0.748078917,2.726995162,3.475074079,4976,4901,1866,1796,1028,2107,0.005738085,0.005705977,0.005619975,0.002139741,0.002059472,0.001178807,0.002416096,8.518192692,13.67862383,10.08029393
30/04/2016,2016-04-30 00:15:00+00:00,2016-04-30 23:45:00+00:00,3149,3149,1857,552473,552352,19077,-0.958128837,2.621154124,3.579282961,3130,3095,1302,1005,821,1277,0.005699826,0.005665435,0.005602084,0.002356676,0.001819093,0.001486045,0.002311425,8.055157732,13.22216165,9.856291118
01/05/2016,2016-05-01 00:15:00+00:00,2016-05-01 23:45:00+00:00,2376,2376,1387,507322,507204,17975,-0.573645617,2.75058711,3.324232727,2368,2338,740,819,488,1141,0.004683416,0.004667647,0.004608513,0.00145864,0.001614359,0.000961914,0.002249065,7.773594467,13.13690316,9.796792814
02/05/2016,2016-05-02 00:15:00+00:00,2016-05-02 23:45:00+00:00,4629,4629,2527,760237,760047,22793,-0.925800147,2.583926393,3.50972654,4618,4541,1596,1376,854,2023,0.006088891,0.006074422,0.005973137,0.002099345,0.001809962,0.001123334,0.002661012,8.440312147,13.54138682,10.03425262
03/05/2016,2016-05-03 00:15:00+00:00,2016-05-03 23:45:00+00:00,6215,6215,2897,896398,896189,24017,-1.081256099,2.542664335,3.623920434,6182,6109,2380,1817,1027,2564,0.006933304,0.00689649,0.006815053,0.002655071,0.002027001,0.001145696,0.002860337,8.734881892,13.70614091,10.08655883
04/05/2016,2016-05-04 00:15:00+00:00,2016-05-04 23:00:00+00:00,5788,5788,2818,766189,766008,23752,-1.512141645,2.479274293,3.991415938,5762,5728,2384,1763,864,2715,0.007554272,0.007520338,0.007475962,0.003111504,0.002300999,0.001127659,0.003543512,8.663714844,13.54918546,10.07546412
05/05/2016,2016-05-05 00:15:00+00:00,2016-05-05 23:45:00+00:00,6012,6012,2877,831253,831084,23693,-0.872061732,2.636130686,3.508192418,5958,5935,2340,2447,1753,2623,0.007232455,0.007167493,0.007139824,0.002815027,0.002943749,0.002108865,0.003155477,8.701679071,13.63069068,10.07297713
06/05/2016,2016-05-06 00:15:00+00:00,2016-05-06 23:45:00+00:00,4966,4966,2662,804713,804541,23549,-1.055557591,2.612436261,3.667993852,4931,4890,1859,1717,858,2102,0.006171144,0.00612765,0.006076701,0.00231014,0.00213368,0.001066219,0.002612111,8.510571315,13.59824221,10.0668811
07/05/2016,2016-05-07 00:15:00+00:00,2016-05-07 23:45:00+00:00,2824,2824,1721,532331,532232,18746,-1.234464076,2.599052801,3.833516878,2811,2772,1024,790,410,864,0.00530497,0.005280549,0.005207286,0.001923615,0.001484039,0.000770197,0.00162305,7.946263644,13.18502263,9.838789019
08/05/2016,2016-05-08 00:15:00+00:00,2016-05-08 23:45:00+00:00,3971,3950,1790,491740,480979,17236,-1.742507367,2.667110704,4.40961807,3960,3921,1498,1753,860,1897,0.008075406,0.008053036,0.007973726,0.003046325,0.003564892,0.001748892,0.00385773,8.287025025,13.10570743,9.754813515
09/05/2016,2016-05-09 00:15:00+00:00,2016-05-09 23:45:00+00:00,4729,4729,2536,779760,779523,23471,-0.849284409,2.816800054,3.666084462,4702,4668,1910,1607,833,1820,0.006064687,0.006030061,0.005986457,0.002449472,0.002060891,0.001068277,0.002334052,8.461680481,13.56674274,10.0635635
10/05/2016,2016-05-10 00:15:00+00:00,2016-05-10 23:45:00+00:00,5586,5586,3035,902610,902403,24029,-0.977188145,2.531158763,3.508346908,5561,5502,2167,1665,875,2470,0.006188719,0.006161022,0.006095656,0.002400815,0.001844651,0.000969411,0.002736509,8.628197749,13.71304695,10.08705833
11/05/2016,2016-05-11 00:15:00+00:00,2016-05-11 23:45:00+00:00,5521,5521,2960,939299,939073,24366,-0.938324239,2.655248454,3.593572694,5485,5451,2173,2034,1054,2385,0.005877788,0.005839461,0.005803264,0.002313427,0.002165445,0.001122113,0.002539128,8.616495392,13.7528902,10.10098504
12/05/2016,2016-05-12 00:15:00+00:00,2016-05-12 23:45:00+00:00,5559,5559,2916,861338,861153,24093,-0.87933545,2.665997341,3.54533279,5513,5486,1992,2486,1115,2547,0.006453912,0.006400507,0.006369161,0.002312681,0.002886207,0.001294498,0.002957027,8.623353387,13.66624343,10.08971813
13/05/2016,2016-05-13 00:15:00+00:00,2016-05-13 23:45:00+00:00,5660,5660,3053,834475,834295,23787,-0.730866282,2.722559564,3.453425846,5635,5558,1787,2515,1130,2504,0.006782708,0.006752749,0.006660475,0.002141466,0.003013871,0.001354145,0.003000689,8.641355834,13.63455926,10.07693653
14/05/2016,2016-05-14 00:15:00+00:00,2016-05-14 23:45:00+00:00,4087,4087,2180,543526,543386,18907,-1.263567753,2.601260214,3.864827966,4078,4051,1264,1775,947,2112,0.007519419,0.007502861,0.007453185,0.002325556,0.003265713,0.001742327,0.003885739,8.315811132,13.20583466,9.847340392
15/05/2016,2016-05-15 00:15:00+00:00,2016-05-15 23:45:00+00:00,3432,3431,1807,486339,486232,17482,-1.612133499,2.275608417,3.887741916,3420,3382,901,1626,450,1877,0.007056806,0.007032132,0.006953997,0.001852617,0.003343347,0.000925281,0.003859448,8.141189793,13.09466325,9.768984259
16/05/2016,2016-05-16 00:15:00+00:00,2016-05-16 23:45:00+00:00,5184,5184,2901,703541,703349,22615,-0.871000801,2.693845467,3.564846267,5154,5034,1922,1801,847,2244,0.007368441,0.007325799,0.007155233,0.002731895,0.002559908,0.00120391,0.00318958,8.553525121,13.46388286,10.0264129
17/05/2016,2016-05-17 00:15:00+00:00,2016-05-17 23:45:00+00:00,5419,5419,2906,835832,835610,23802,-0.828305318,2.723110074,3.551415392,5362,5343,2012,1829,987,2619,0.00648336,0.006415165,0.006392433,0.002407182,0.002188239,0.001180859,0.003133405,8.597851094,13.63618411,10.0775669
18/05/2016,2016-05-18 00:15:00+00:00,2016-05-18 23:45:00+00:00,6182,6182,3016,863608,863416,23789,-1.006161025,2.634919438,3.641080463,6146,6073,2621,2313,1142,2708,0.00715834,0.007116655,0.007032126,0.003034942,0.002678298,0.001322359,0.003135682,8.72955887,13.6688754,10.0770206
19/05/2016,2016-05-19 00:15:00+00:00,2016-05-19 23:45:00+00:00,5284,5284,2749,833689,833458,23655,-0.728381941,2.67451696,3.402898902,5242,5144,2203,1888,945,2415,0.006338095,0.006287716,0.006170167,0.002642472,0.002264633,0.001133516,0.002896764,8.572627898,13.63361691,10.07137206
20/05/2016,2016-05-20 00:15:00+00:00,2016-05-20 23:45:00+00:00,4961,4961,2794,810322,810129,23529,-0.920815298,2.64397211,3.564787408,4909,4864,2238,2082,881,2232,0.006122258,0.006058086,0.006002552,0.002761865,0.002569349,0.001087222,0.002754461,8.509564164,13.60518821,10.06603148
21/05/2016,2016-05-21 00:15:00+00:00,2016-05-21 23:45:00+00:00,3559,3559,2023,539742,539630,18747,-1.510710824,2.570147056,4.08085788,3547,3503,1695,902,506,1392,0.006593891,0.006571658,0.006490138,0.003140389,0.001671169,0.000937485,0.00257901,8.177515824,13.19884838,9.838842359
22/05/2016,2016-05-22 00:15:00+00:00,2016-05-22 23:45:00+00:00,3077,3077,1720,496379,496273,17344,-0.720645807,2.974020666,3.694666473,3069,3019,1053,779,423,1270,0.006198892,0.006182776,0.006082046,0.002121363,0.001569365,0.000852171,0.002558529,8.032035314,13.11509704,9.761059559
23/05/2016,2016-05-23 00:15:00+00:00,2016-05-23 23:45:00+00:00,6276,6276,3137,786311,786029,23341,-1.047993264,2.72565046,3.773643724,6230,6214,2479,2252,938,2862,0.007981575,0.007923074,0.007902726,0.003152697,0.002864007,0.001192912,0.003639781,8.744647438,13.57510894,10.05800959
24/05/2016,2016-05-24 00:15:00+00:00,2016-05-24 23:45:00+00:00,7116,7116,3596,917323,917086,24098,-0.785531287,2.81965559,3.605186877,7062,6922,2436,2581,1265,3275,0.007757355,0.007698488,0.00754587,0.002655553,0.002813622,0.001379013,0.003570171,8.870241567,13.72921601,10.08992562
25/05/2016,2016-05-25 00:15:00+00:00,2016-05-25 23:45:00+00:00,7135,7135,3258,897138,896941,24110,-0.535383194,2.771559282,3.306942477,7103,7060,2568,2689,1171,3057,0.007953069,0.0079174,0.007869469,0.002862436,0.002997309,0.001305262,0.003407503,8.872907674,13.70696609,10.09042345
26/05/2016,2016-05-26 00:15:00+00:00,2016-05-26 23:45:00+00:00,7317,7315,3368,905950,905740,24015,-0.591748504,2.734777592,3.326526096,7231,7204,2161,2829,1413,2932,0.008076605,0.007981677,0.007951874,0.002385341,0.003122689,0.001559689,0.003236382,8.898092346,13.7167405,10.08647555
27/05/2016,2016-05-27 00:15:00+00:00,2016-05-27 23:45:00+00:00,7344,7343,3411,828364,828230,23490,-0.964598162,2.715098706,3.679696868,7309,7266,2637,2871,1330,3238,0.008865668,0.008823416,0.008771506,0.003183383,0.003465868,0.001605574,0.00390891,8.901775089,13.62720916,10.06437265
28/05/2016,2016-05-28 00:15:00+00:00,2016-05-28 23:45:00+00:00,3599,3599,1999,548720,548591,18651,-0.935781365,2.801148983,3.736930348,3594,3547,1120,1125,502,1859,0.006558901,0.006549789,0.006464135,0.002041114,0.002050226,0.000914856,0.003387885,8.188689124,13.21534539,9.833708658
29/05/2016,2016-05-29 00:15:00+00:00,2016-05-29 23:45:00+00:00,2697,2697,1554,507057,506935,17411,-0.706661458,2.899897718,3.606559175,2685,2656,1077,805,528,1003,0.005318929,0.005295263,0.00523807,0.002124022,0.001587593,0.001041303,0.001978081,7.900266037,13.13638067,9.764914903
30/05/2016,2016-05-30 00:15:00+00:00,2016-05-30 23:45:00+00:00,4795,4795,2616,719695,719478,21580,-1.321125916,2.611915338,3.933041255,4775,4714,1914,1378,852,1602,0.006662545,0.006634755,0.006549997,0.00265946,0.0019147,0.001183835,0.002225943,8.475537516,13.48658418,9.979568577
31/05/2016,2016-05-31 00:15:00+00:00,2016-05-31 23:45:00+00:00,5322,5322,2823,865859,865613,23853,-0.931581618,2.737006394,3.668588011,5301,5249,2070,1692,1055,2087,0.006146497,0.006122244,0.006062188,0.002390689,0.001954129,0.001218443,0.002410323,8.579792333,13.67147851,10.0797072
01/06/2016,2016-06-01 00:15:00+00:00,2016-06-01 23:45:00+00:00,5137,5137,2781,929641,929400,24371,-0.520621653,2.752301951,3.272923604,5120,5056,1979,1982,1231,1905,0.005525789,0.005507502,0.005438659,0.002128779,0.002132006,0.001324167,0.002049178,8.544419178,13.74255484,10.10119021
02/06/2016,2016-06-02 00:15:00+00:00,2016-06-02 23:45:00+00:00,5896,5896,2949,898116,897942,23986,-0.840598478,2.620730467,3.461328945,5879,5774,2380,2088,1131,2332,0.006564854,0.006545925,0.006429014,0.002649992,0.002324867,0.001259303,0.002596547,8.682199026,13.70805563,10.0852673
03/06/2016,2016-06-03 00:15:00+00:00,2016-06-03 23:45:00+00:00,6802,6802,3234,856882,856704,23621,-0.900808747,2.662896343,3.56370509,6770,6713,2748,1947,1123,2424,0.007938082,0.007900738,0.007834218,0.003206976,0.002272192,0.001310566,0.002828861,8.82511897,13.66105667,10.06993376
04/06/2016,2016-06-04 00:15:00+00:00,2016-06-04 23:45:00+00:00,5119,5119,2512,616972,616864,19601,-0.849547699,2.711241184,3.560788883,5102,5068,2224,1205,706,2127,0.008296973,0.008269419,0.008214311,0.003604702,0.001953087,0.001144298,0.003447482,8.540909718,13.33258054,9.883386881
05/06/2016,2016-06-05 00:15:00+00:00,2016-06-05 23:45:00+00:00,4160,4160,2191,538666,538549,17531,-0.948598153,2.729882255,3.678480407,4147,4074,1676,1115,699,1455,0.007722782,0.007698648,0.007563128,0.00311139,0.002069928,0.00129765,0.002701117,8.333510709,13.19685285,9.771783062
06/06/2016,2016-06-06 00:15:00+00:00,2016-06-06 23:45:00+00:00,5559,5556,2888,812347,812165,23247,-0.880016571,2.714583383,3.594599953,5514,5449,1957,2018,1276,2217,0.006843135,0.00678774,0.006707725,0.002409069,0.00248416,0.001570757,0.002729129,8.623353387,13.6076841,10.05397439
07/06/2016,2016-06-07 00:15:00+00:00,2016-06-07 23:45:00+00:00,6927,6927,3034,890712,890532,23757,-0.377761894,2.817622461,3.195384355,6898,6824,2105,3000,1592,3141,0.007776925,0.007744366,0.007661287,0.002363278,0.003368092,0.001787334,0.003526392,8.84332645,13.69977754,10.07567459
08/06/2016,2016-06-08 00:15:00+00:00,2016-06-08 23:45:00+00:00,6836,6836,3139,896468,896246,23973,-0.208151791,2.92614172,3.134293511,6754,6717,1871,2335,1494,2726,0.007625481,0.007534011,0.007492738,0.00208708,0.002604666,0.00166654,0.003040822,8.830104318,13.70621899,10.08472519
09/06/2016,2016-06-09 00:15:00+00:00,2016-06-09 23:45:00+00:00,6095,6095,3095,862861,862677,23861,-0.546229824,2.715762009,3.261991832,6074,6035,2694,2023,1357,2131,0.00706371,0.007039373,0.006994174,0.003122171,0.002344526,0.001572675,0.002469691,8.715388097,13.66801005,10.08004251
10/06/2016,2016-06-10 00:15:00+00:00,2016-06-10 23:45:00+00:00,5128,5128,2646,816200,816047,23423,-0.406586981,2.656690416,3.063277398,5098,5049,1997,1734,1137,1813,0.006282774,0.006246018,0.006185984,0.002446704,0.002124479,0.001393041,0.002221269,8.542665987,13.61241593,10.06151642
11/06/2016,2016-06-11 00:15:00+00:00,2016-06-11 23:45:00+00:00,2405,2405,1494,534603,534511,18517,-0.688142517,2.68391116,3.372053677,2387,2341,1011,951,555,876,0.004498665,0.004464996,0.00437895,0.001891123,0.00177889,0.001038154,0.001638599,7.785720897,13.18928156,9.826498511
12/06/2016,2016-06-12 00:15:00+00:00,2016-06-12 23:45:00+00:00,2367,2367,1375,515368,515270,17357,-0.384789804,2.836666493,3.221456297,2347,2321,788,832,601,992,0.004592835,0.004554027,0.004503578,0.001529005,0.00161438,0.001166157,0.001924838,7.769800996,13.15263843,9.761808774
13/06/2016,2016-06-13 00:15:00+00:00,2016-06-13 23:45:00+00:00,4355,4355,2293,807826,807619,23156,-0.384597133,2.766057255,3.150654388,4313,4302,1430,1440,976,1551,0.005391012,0.005339021,0.005325404,0.001770183,0.001782562,0.001208181,0.001919968,8.379309484,13.60210321,10.05005239
14/06/2016,2016-06-14 00:15:00+00:00,2016-06-14 23:45:00+00:00,6697,6697,3359,923068,922868,23905,-1.020998806,2.524742596,3.545741402,6663,6646,2686,2328,1126,2591,0.007255153,0.00721832,0.007199903,0.002909861,0.002522024,0.001219845,0.002806944,8.809564253,13.73545927,10.08188475
15/06/2016,2016-06-15 00:15:00+00:00,2016-06-15 23:45:00+00:00,5473,5473,2874,912034,911844,24100,-0.73715819,2.673548884,3.410707074,5438,5392,1977,1790,1057,2063,0.006000873,0.005962497,0.00591206,0.002167682,0.001962646,0.001158948,0.002261977,8.60776489,13.72343365,10.09000861
16/06/2016,2016-06-16 00:15:00+00:00,2016-06-16 23:45:00+00:00,5960,5960,3071,910077,909892,23993,-0.751802014,2.581241718,3.333043732,5926,5855,2361,1996,1004,2043,0.006548896,0.006511537,0.006433522,0.002594286,0.002193221,0.001103203,0.002244865,8.692993531,13.72128559,10.08555908
17/06/2016,2016-06-17 00:15:00+00:00,2016-06-17 23:45:00+00:00,5449,5449,2943,773723,773567,23050,-0.949104758,2.682008793,3.631113552,5320,5321,2237,1828,1306,2321,0.007042572,0.006875846,0.006877138,0.002891216,0.002362603,0.001687943,0.002999782,8.603370888,13.5589705,10.04546443
18/06/2016,2016-06-18 00:15:00+00:00,2016-06-18 23:45:00+00:00,4086,4085,2077,537631,537516,18522,-0.801986128,2.59936092,3.401347048,4058,4026,1358,1307,826,1307,0.007600008,0.007547928,0.007488407,0.002525896,0.002431035,0.00153637,0.002431035,8.315566484,13.19492959,9.826768482
19/06/2016,2016-06-19 00:00:00+00:00,2016-06-19 23:45:00+00:00,3215,3215,1852,501773,501653,17263,-1.489359268,2.598456108,4.087815376,3203,3158,1263,998,840,1060,0.00640728,0.006383365,0.006293683,0.002517074,0.001988947,0.001674064,0.002112509,8.07589363,13.1259051,9.756378687
20/06/2016,2016-06-20 00:00:00+00:00,2016-06-20 23:45:00+00:00,4622,4622,2412,817290,817102,23333,-0.860030889,2.843690297,3.703721185,4585,4551,1893,1585,1141,1530,0.005655275,0.005610004,0.005568403,0.002316191,0.001939336,0.001396077,0.001872041,8.438799124,13.61375049,10.0576668
21/06/2016,2016-06-21 00:00:00+00:00,2016-06-21 23:45:00+00:00,5685,5685,2867,897406,897219,23717,-1.101216666,2.663860791,3.765077457,5604,5602,2472,1945,1333,2141,0.006334925,0.006244665,0.006242437,0.002754606,0.002167358,0.001485392,0.002385765,8.645762292,13.70726477,10.07398953
22/06/2016,2016-06-22 00:00:00+00:00,2016-06-22 23:45:00+00:00,6772,6772,3297,906758,906576,23898,-0.522496171,2.750112081,3.272608252,6740,6689,2859,2541,1487,3167,0.007468365,0.007433075,0.00737683,0.003152991,0.002802291,0.001639908,0.003492663,8.820699399,13.71763198,10.0815919
23/06/2016,2016-06-23 00:00:00+00:00,2016-06-23 23:45:00+00:00,6060,6060,2878,890372,890185,23869,-1.250472506,2.506973824,3.75744633,6031,5842,2637,1944,1269,2347,0.006806144,0.006773573,0.006561302,0.002961683,0.002183357,0.001425247,0.002635977,8.709630082,13.69939576,10.08037772
